configuration_number,vectorizer_param,model_param,f1
208,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6810998658959123
209,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6819327328886686
210,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6825269932498967
211,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6819462301884736
212,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6826789353909368
213,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6819109028208772
214,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6827006405622775
215,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.6819155133977113
216,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6827673366807805
217,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6819197374873389
218,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6809635279510298
219,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.681979693875764
220,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.681050578803529
221,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6818932278371912
222,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6810520204079111
223,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6819023831804163
224,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6810998658959123
225,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6866548246175543
226,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6991731659110505
227,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6866457493567615
228,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6991731659110505
229,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6865111722855985
230,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6991770506370583
231,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.6865366974296944
232,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6989809635608606
233,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6811195361979924
234,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6987569977716227
235,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.681080549190447
236,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6988453234618643
237,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6809915655915355
238,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6988037980516899
239,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6808439660920003
240,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6988219221732276
241,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6866548246175543
242,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6991731659110505
243,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6866457493567615
244,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6991731659110505
245,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6865111722855985
246,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6991770506370583
247,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.6865366974296944
248,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6989809635608606
249,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6811195361979924
250,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6987569977716227
251,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.681080549190447
252,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6988453234618643
253,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6809915655915355
254,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6988037980516899
255,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6808439660920003
256,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6988219221732276
257,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6536661847198308
258,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6808358159026782
259,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6534027219890124
260,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6808996752302692
261,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6532656336067164
262,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6808329449661357
263,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.652872842156181
264,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6808343810845707
265,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6525823395636577
266,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6807627911337895
267,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.6523874986620583
268,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6808063697630704
269,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6520844553221868
270,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6808295373145781
271,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6517866354978183
272,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6808118740721143
273,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6536661847198308
274,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6808358159026782
275,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6534027219890124
276,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6808996752302692
277,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6532656336067164
278,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6808329449661357
279,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.652872842156181
280,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6808343810845707
281,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6525823395636577
282,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6807627911337895
283,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.6523874986620583
284,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6808063697630704
285,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6520844553221868
286,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6808295373145781
287,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6517866354978183
288,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6808118740721143
289,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.5739516135689389
290,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6913301713077629
291,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.5733990216146827
292,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6913548032291923
293,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.5730073037086847
294,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6914069060626555
295,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.5722645576637252
296,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6914083283862604
297,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.5473391535456871
298,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6912854238264403
299,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.5469373466179411
300,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6912916188908643
301,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.5463380549924884
302,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.691355939344091
303,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.5453259173020262
304,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6914738557354807
305,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.5739516135689389
306,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6913301713077629
307,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.5733990216146827
308,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6913548032291923
309,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.5730073037086847
310,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6914069060626555
311,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.5722645576637252
