configuration_number,vectorizer_param,model_param,f1
1241,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7543685260014477
1242,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7543685260014477
1243,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7542220814977894
1244,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7543256191135653
1245,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7543685260014477
1246,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7543685260014477
1247,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7542220814977894
1248,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7543256191135653
1249,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7522268339891094
1250,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.752250922307533
1251,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7519190064472594
1252,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7519190064472594
1253,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7522268339891094
1254,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.752250922307533
1255,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7519190064472594
1256,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7519190064472594
1257,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519109476098234
1258,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519109476098234
1259,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7520956373443087
1260,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520715428174495
1261,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519109476098234
1262,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519109476098234
1263,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7520956373443087
1264,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520715428174495
1265,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519616817371371
1266,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519616817371371
1267,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7519616817371371
1268,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520098822187588
1269,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519616817371371
1270,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519616817371371
1271,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7519616817371371
1272,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520098822187588
1273,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7522268339891094
1274,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.752250922307533
1275,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.751897594532493
1276,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7518949320305589
1277,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7522268339891094
1278,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.752250922307533
1279,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.751897594532493
1280,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7518949320305589
1281,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519109476098234
1282,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519109476098234
1283,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7520715428174495
1284,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520715428174495
1285,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519109476098234
1286,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519109476098234
1287,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7520715428174495
1288,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520715428174495
1289,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519402792142231
1290,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519616817371371
1291,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7520098822187588
1292,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520098822187588
1293,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7519402792142231
1294,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7519616817371371
1295,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7520098822187588
1296,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7520098822187588
1297,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7542725883817134
1298,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7542940407281029
1299,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7542751208938197
1300,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7541337401272608
1301,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7542725883817134
1302,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7542940407281029
1303,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7542751208938197
1304,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7541337401272608
1305,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.754304165625471
1306,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.754301635981538
1307,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7543230891768086
1308,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7543230891768086
1309,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.754304165625471
1310,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.754301635981538
1311,{'binary': False, 'max_df': 0.1, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7543230891768086
